IndicatorCode,IndicatorName,Language,Category
E_compl_all_dir,Overall compliance with bans on direct advertising (score),EN,E
TOBACCO_MPOWER_R_TAXREVENUELATEST,"Tobacco Raise taxes: Annual tax revenues from tobacco products, latest reporting period",EN,TOBACCO
Adult_svy_national,Representativeness of most recent survey of adults,EN,Adult
TOBACCO_MPOWER_W2A_CIGARETTES,"Tobacco Warning: W2a cigarette packaging health warnings, other characteristics",EN,TOBACCO
FINPROTECTION_IMP_NP215_POP,"Population pushed below the $2.15 a day poverty line by household health expenditures (%, national, rural, urban)",EN,FINPROTECTION
GASPRP,Reporting countries,EN,GASPRP
ASSISTIVETECH_Q07,Availability of education/training for assistive technology,EN,ASSISTIVETECH
ORALHEALTH_DENTALHEALTHCARE_EXP_PERCAP,Per capita expenditure on dental healthcare (US$),EN,ORALHEALTH
RADON_Q502_1,Reference level for buildings with high public occupancy (Bq/m3),EN,RADON
IHRSPAR2_C09,Infection prevention and control (IPC),EN,IHRSPAR2
SUD_SERVICECAPACITYINDEX,Service Capacity Index for Substance Use Disorders (SCI-SUD),EN,SUD
PRISON_D4_TB_DIAG_TOT,In-prison TB diagnosis (number of diagnoses),EN,PRISON
STI_CHLAMYDIA_PREVALENTCASES,Prevalent cases of chlamydia in individuals (in thousands),EN,STI
IHRSPAR_CAPACITY02,IHR Coordination and National IHR Focal Point Functions,EN,IHRSPAR
MALARIA_MICR_TEST,Number of malaria suspects examined by microscopy,EN,MALARIA
HEMOGLOBINLEVEL_CHILDREN_MEAN,Mean hemoglobin level of children aged 6-59 months,EN,HEMOGLOBINLEVEL
MALARIA_EST_CASES,Estimated number of malaria cases,EN,MALARIA
IHRSPAR2_C12,Zoonotic diseases,EN,IHRSPAR2
FOODBORNE_YLL_CASE_LT5,"Foodborne years of life lost per case, aged less than 5 years",EN,FOODBORNE
HAZARD_YLD_TOTAL,"Years lived with disability caused by hazards, all ages",EN,HAZARD
SCSUD_STS,"Substance use disorders service coverage, specialized treatment services",EN,SCSUD
ORALHEALTH_SERVICESPHCFACILITIES,Oral health care services generally available in primary health care facilities,EN,ORALHEALTH
NUT_CF_ISSSF,"Introduction of solid, semi-solid or soft foods 6-8 months",EN,NUT
STI_CHLAMYDIA_INCIDENTCASES,Incident cases of chlamydia in individuals (in thousands),EN,STI
MALARIA_SUSPECTS,Number of suspected malaria cases,EN,MALARIA
NCD_HYP_PREVALENCE_A,"Prevalence of hypertension among adults aged 30-79 years, age-standardized",EN,NCD
ASSISTIVETECH_Q08,Existence of financial mechanisms for assistive technology,EN,ASSISTIVETECH
PRISON_B17_INVOLVEMENT,In-prison patient involvement in healthcare planning and reform,EN,PRISON
NCD_CCS_PBCR,Existence of population-based cancer registry,EN,NCD
WCO_UNCOLLABORATION_GROUPED_PER100,Collaboration with United Nations System (%),EN,WCO
IHRSPAR_CAPACITY12,Chemical Events,EN,IHRSPAR
TB_e_inc_rr_num,Estimated number of MDR/RR-TB incident cases,EN,TB
Adult_curr_e-cig,Prevalence of current e-cigarette use among adults (%),EN,Adult
FINPROTECTION_IMP_PRELPL_POP,"Population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN,FINPROTECTION
NLIS_NU_CA_114,NLIS: Continued breastfeeding at 1 year in infants 12-15 months (%),EN,NLIS
R_Price_lowest_cost_estimate,Cheapest brand of cigarettes - price in currency reported,EN,R
CCH_SURVEY_PLAN_STRATEGY_DEVELOPED,National health and climate change plan or strategy developed,EN,CCH
TB_notif_num_newrel_ep,Number of people diagnosed with new episode of pulmonary TB who have extrapulmonary TB.,EN,TB
GHED_PHC_pc_US_SHA2011,Primary health care expenditure (PHCE) per сapita in US$,EN,GHED
WCO_KEYFUNCTIONS_GROUPED_PER100,Key functions by groups (%),EN,WCO
SCSUD_NSSPROGRESS,"Substance use disorders service coverage, non-structured services progress",EN,SCSUD
O_Cytisine_where,Cytisine - place available,EN,O
SDGIPV12M,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in the previous 12 months,EN,SDGIPV12M
HEPATITIS_HBV_TREATMENT_ANC_PERCENT,Eligible women attending antenatal care who were treated for HBV,EN,HEPATITIS
NCD_CHOL_MEANHDL_A,"Mean HDL cholesterol, age-standardized",EN,NCD
STI_SYPHILIS_INCIDENTCASES,Incident cases of active syphilis in 15-49 year olds (in thousands),EN,STI
PRISON_F1_INJECTDRUGUSERS_TOT,"In-prison people who inject/have injected drugs (number of prisoners, over the last 12 months)",EN,PRISON
SCSUD_DATASERVUTIL,"Substance use disorders service coverage, data on service utilization",EN,SCSUD
Adult_nonsmoked_age_grp,Age range of latest adult prevalence survey (nonsmoked),EN,Adult
IHRSPAR_CAPACITY08,National Health Emergency Framework,EN,IHRSPAR
E_compl_e6,Compliance with ban on advertising at point of sale (score),EN,E
NCD_HYP_PREVALENCE_C,"Prevalence of hypertension among adults aged 30-79 years, crude",EN,NCD
GLASSAMC_GPW13_T4B,≥60% of total antibiotic use being from WHO AWaRe Access group antibiotics (60% Access target),EN,GLASSAMC
MALARIA_RDT_TEST,Number of malaria suspects examined by rapid diagnostic test (RDT),EN,MALARIA
TB_cc_prct_Q4,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q4 income or expenditure quantile.,EN,TB
NCD_CCS_TEL_HYDRO_COMBO,General availability of Fixed dose combination avail (telmisartan + hydrochlorothiazide) in the public health sector,EN,NCD
WCO_TEAMCOMPOSITION_PER100,Team composition (%),EN,WCO
CCH_SURVEY_MOH_FOCALPOINT,Designation of a focal point responsible for health and climate change within the Ministry of Health,EN,CCH
NCD_CCS_FOOD_TAX,"Existence of tax on foods high in fat, sugars or salt",EN,NCD
MALARIA_INDIG_STATUS,Status of indigenous malaria cases,EN,MALARIA
FOODBORNE_DALY,Foodborne disability-adjusted life years,EN,FOODBORNE
SA_0000001843,"Alcohol-attributable DALYs lost from all causes (all ages), (number)",EN,SA
R_VAT,Taxes as a % of price: value added tax,EN,R
SW_PSE_NUM,Sex workers: Population size estimate (number),EN,SW
NCD_CCS_BP_SVY,"Has conducted a recent, national adult risk factor survey covering raised blood pressure/hypertension",EN,NCD
uwgt5,"xxxxx for deletion: (child underweight, see NUTUNDERWEIGHTPREV)",EN,uwgt5
CARE_SEEK,Care-seeking by type of patient and source of care (%) (see CARE_SOURCE),EN,CARE
SW_CONDOMUSE_PERCENT,Sex workers: Condom use (percent),EN,SW
ORALHEALTH_UHC_ADVANCE_CURATIVE,Oral health interventions as part of health benefit packages: Advanced curative oral health care,EN,ORALHEALTH
PRISON_D3_DEATHS_TOT,In-prison total deaths,EN,PRISON
TOB_R_PRICE,Retail price for tobacco and nicotine products,EN,TOB
HEPATITIS_HCV_DIAGNOSED_CRD_NUM,"Chronic hepatitis C (HCV) infected persons diagnosed, including cured (number)",EN,HEPATITIS
SDGIPVLT,Proportion of ever-partnered women and girls aged 15–49 years subjected to physical and/or sexual violence by a current or former intimate partner in their lifetime,EN,SDGIPVLT
TOBACCO_MPOWER_R_AFFORDABILITY,Tobacco Raise taxes: Affordability,EN,TOBACCO
FOODBORNE_YLL_LT5,"Foodborne years of life lost, aged less than 5 years",EN,FOODBORNE
MALARIA_PV_INDIG,Number of indigenous P. vivax malaria cases,EN,MALARIA
NCD_CCS_PA_GUIDELINES_5to19,Existence of national guidelines for physical activity for children and adolescents aged 5-19,EN,NCD
HAZARD_YLD_LT5,"Years lived with disability caused by hazards, aged less than 5 years",EN,HAZARD
FOODBORNE_ILL_100K_GE5,"Foodborne illnesses per 100 000, aged 5 years and above",EN,FOODBORNE
M_Est_smk_curr,Estimate of current tobacco smoking prevalence (%),EN,M
PATIENTSAFETY_COREINDICATORAGGREGATE,Patient safety core indicator aggregated (%),EN,PATIENTSAFETY
GASPRSCFM,Proportion of isolates with decreased susceptibility or resistance (DS/R) to cefixime reported to WHO-GASP,EN,GASPRSCFM
FOODBORNE_ILL_100K,Foodborne illnesses per 100 000,EN,FOODBORNE
IHRSPAR2_C15,Radiation emergencies,EN,IHRSPAR2
NCD_CCS_CANCER_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of cancer,EN,NCD
TAXBEV_ABV,"Alcohol content in beverage in percent of volume, (alcohol by volume) (ABV %)",EN,TAXBEV
MALARIA_INDIG,Number of indigenous malaria cases,EN,MALARIA
GHE_YLD_NUMERIC,Years of healthy life lost due to disability (YLDs),EN,GHE
HHS_LAWPOLICY,"HIV, Hepatitis, and STI-related laws and policies",EN,HHS
FOODBORNE_YLD_CASE_LT5,"Foodborne years lived with disability per case, aged less than 5 years",EN,FOODBORNE
HAZARD_YLL_LT5,"Years of life lost caused by hazards, aged less than 5 years",EN,HAZARD
WCO_STAFFING_GPW13_NUM,WCO staffing under each GPW13 strategic priority,EN,WCO
TAXBEV_MOSTSOLDSPIRIT,Most sold type of spirit,EN,TAXBEV
HEPATITIS_HCV_TREATMENT_HIV_PERCENT,People living with HIV treated for chronic hepatitis C infection (percent),EN,HEPATITIS
NCD_CHOL_MEANTOTALCHOL_C,"Mean total cholesterol,  crude",EN,NCD
SCSUD_FINANCINGPROGRESS,"Substance use disorders service coverage, financing progress",EN,SCSUD
STI_SYPHILIS_PREVALENTCASES,Prevalent cases of active syphilis (in thousands),EN,STI
E17a_csr_ban,Ban on Corporate Social Responsibility activities (CSR),EN,E17a
Adult_daily_smokeless,Prevalence of daily smokeless tobacco use among adults (%),EN,Adult
NCD_CCS_PA_POL_CHILDCARE,Existence of policy promoting physical activity: childcare settings,EN,NCD
TAXBEV_OTHERTAXES,Other taxes on beverages (%),EN,TAXBEV
MALARIA_CONF_CASES,Number of confirmed malaria cases,EN,MALARIA
SCSUD_MEDPUBLIC,"Substance use disorders service coverage, medicine provided for free in public health care",EN,SCSUD
NCD_CCS_ALC_MGMT_GUIDE,Existence of evidence-based national guidelines/protocols/standards for the management of alcohol use disorders,EN,NCD
SCSUD_REHABPROGRESS,"Substance use disorders service coverage, rehabilitation programmes progress",EN,SCSUD
WCO_SEAHPRTRAINING_GROUPED_PER100,"Sexual exploitation, abuse and harassment prevention and response training by groups (%)",EN,WCO
TG_CONDOMUSE_PERCENT,Transgender: Condom use (percent),EN,TG
HEPATITIS_HBV_TESTING_ANC_PERCENT,"Pregnant women attending antenatal care, tested for HBsAg (percent)",EN,HEPATITIS
NCD_HYP_CONTROL_A,"Effective hypertension treatment coverage among adults aged 30-79, age-standardized",EN,NCD
NTD_BU_END,Status of endemicity of Buruli ulcer,EN,NTD
P_compl_p6,Compliance with smoke-free restaurants law (score),EN,P
TB_cc_prct_Q3,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB among Q3 income or expenditure quantile.,EN,TB
IHRSPAR2_C01,"Policy, Legal and normative Instruments to implement IHR",EN,IHRSPAR2
SA_0000001837,"Alcohol poisoning deaths, per 100,000 population",EN,SA
TOBACCO_MPOWER_R_INFLATIONADJUSTEDPRICES,Tobacco Raise taxes: Inflation-adjusted prices for most sold brand of cigarettes,EN,TOBACCO
SCSUD_GOVGUIDELINES,"Substance use disorders service coverage, national guidelines",EN,SCSUD
FAMILYPLANNINGUNPDUHC,"Women of reproductive age (15âˆ’49 years) who are married or in-union who have their need for family planning satisfied with modern methods (%), UNPD",EN,FAMILYPLANNINGUNPDUHC
E_compl_e5,Compliance with ban on billboard and outdoor advertising (score),EN,E
AMR_INFECT_ECOLI,Proportion of bloodstream infection due to Escherichia coli resistant to third-generation cephalosporins (%),EN,AMR
SDGFPALL,Women of reproductive age (aged 15-49 years) who have their need for family planning satisfied with modern methods (%),EN,SDGFPALL
WCO_FUNDING_TYPE,Financing of WHO country offices - MTR (in US$ million),EN,WCO
IHRSPAR2_C07,Health emergency management,EN,IHRSPAR2
SRH_PREGNANCY_UNINTENDED_RATE,Unintended pregnancy rate (model-estimated),EN,SRH
SA_0000001838,Alcohol-related cardiomyopathy deaths (% of all cardiomyopathy deaths),EN,SA
AMR_INFECT_MRSA,Proportion of bloodstream infection due to methicillin-resistant Staphylococcus aureus (MRSA) (%),EN,AMR
TB_notif_num_labconf,Number of people diagnosed with new episode of pulmonary TB who are bacteriologically confirmed.,EN,TB
RADON_Q707,Inclusion of radon education for building professionals,EN,RADON
STI_GONORRHOEA_PREVALENTCASES,Prevalent cases of gonorrhoea in individuals (in thousands),EN,STI
ORALHEALTH_UHC_PREVENTIVE,Oral health interventions as part of health benefit packages: Routine and preventive oral health care,EN,ORALHEALTH
ORALHEALTH_AVAILABILITY_URGENTCARE,Oral health: Urgent treatment for providing emergency oral care and pain relief,EN,ORALHEALTH
MALARIA_NMCP_CALCULATIONS,Domestic Expenditure on Malaria,EN,MALARIA
TAXBEV_EXCISE_AUTOADJUST,Automatic adjustment of specific excise on beverage,EN,TAXBEV
FOODBORNE_DTH_100K,Foodborne deaths per 100 000,EN,FOODBORNE
LBW_NUMBER,Low birth weight number (in thousands),EN,LBW
NCD_CCS_PA_POL_PUBLIC,Existence of policy promoting physical activity: public open spaces,EN,NCD
HAZARD_DALY_TOTAL,"Disability-adjusted life years caused by hazards, all ages",EN,HAZARD
TB_ps_prev_bc_100k_bysex,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population by sex.",EN,TB
E_compl_e9,Compliance with ban on free distribution in mail or through other means (score),EN,E
Yth_daily_tob_smoking,Prevalence of daily tobacco smoking among adolescents (%),EN,Yth
R_afford_inflation_adjusted_price_ppp,Inflation-adjusted prices for most sold brand of cigarettes: Prices in purchasing power parity adjusted by year on year changes in average consumer prices in the United States of America,EN,R
HEPATITIS_DEATHS_RATE,"Hepatitis, deaths caused by chronic hepatitis B and C (per 100 000 population)",EN,HEPATITIS
HIV_POSITIVITY,Percentage of HIV-positive results returned to people in the calendar year,EN,HIV
FOODBORNE_ILL_100K_TOTAL,"Foodborne illnesses per 100 000, all ages",EN,FOODBORNE
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_PREV,Prevalence of anaemia in women of reproductive age (aged 15-49) (%),EN,NUTRITION
RADON_Q605,Authorization/accreditation required for official radon measurement providers,EN,RADON
FOODSAFETY_JEE_SCORE,Food safety JEE (score),EN,FOODSAFETY
PRISON_F1_TOBACCO_TOT,In-prison people who currently use tobacco  (number of prisoners),EN,PRISON
ASSISTIVETECH_Q10,Existence of initiatives/collaborations on assistive technology,EN,ASSISTIVETECH
vzdpt,One-year-old children who have not received any doses of the DTP vaccine (%),EN,vzdpt
WCO_GOVERNMENTCOLLABORATION_GROUPED_PER100,Collaboration with government sectors by groups (%),EN,WCO
E_compl_e12,Compliance with ban on indentifying non-tobacco products with tobacco brand names (score),EN,E
PRISON_B20_CLINICALREP,In-prison clinical health records,EN,PRISON
TOBACCO_MPOWER_W1C_TOBACCOSMOKELESS,Tobacco Warning: W1c smokeless tobacco packaging health warnings,EN,TOBACCO
NLIS_NU_CA_049,NLIS: Children with diarrhoea receiving zinc and ORS (%),EN,NLIS
OHS_POLICYSTATUS,Existence of national policy instruments for occupational health and safety for health workers,EN,OHS
IHRSPAR2_C14,Chemical events,EN,IHRSPAR2
NCD_CCS_PA_MASS_PART,Implementation of a recent mass participation event,EN,NCD
HIV_OAMT_COVERAGE_PERCENT,Coverage of opioid agonist maintenance therapy (percent),EN,HIV
STI_TRICHOMONIASIS_PREVALENTCASES,Prevalent cases of trichomoniasis in individuals (in thousands),EN,STI
NCD_CCS_OVWT_SVY,"Has conducted a recent, national adult risk factor survey covering overweight and obesity",EN,NCD
E_compl_e3,Compliance with ban on advertising in local magazines and newspapers (score),EN,E
Youth_svy_age_range,Age range of most recent adolescent survey,EN,Youth
NCD_CHOL_MEANHDL_C,"Mean HDL cholesterol, crude",EN,NCD
FOODBORNE_YLD,Foodborne years lived with disability,EN,FOODBORNE
WCO_CSSPRIORITIES_GROUP_PER100,Country Cooperation Strategy Priorities by groups (%),EN,WCO
NCD_CCS_diab_retin,General availability of diabetic retinopathy screening in the public health system,EN,NCD
NUTRITION_ANAEMIA_REPRODUCTIVEAGE_NUM,Number of women of reproductive age (aged 15-49 years) with anaemia (thousands),EN,NUTRITION
R_admin_covert_marking,Tobacco tax administration: Marking is covert,EN,R
TAXBEV_EXCISE_UNIFORMTIERED_ALCOHOLIC,Uniform or tiered excise tax system applied on alcoholic beverage,EN,TAXBEV
SRHINSTITUTIONALBIRTH,Proportion of births delivered in a health facility (Facility births) (%),EN,SRHINSTITUTIONALBIRTH
DEVICES25,"National Health Technology Assessment (HTA) unit including the assessment of medical devices, and diagnostics",EN,DEVICES25
FINPROTECTION_IMP_NP_REL_LEVEL_MILLION,"Total population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN,FINPROTECTION
FINPROTECTION_IMP_PREL_LEVEL_MILLION,"Total population pushed further below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (millions, regional, global)",EN,FINPROTECTION
M_Est_cig_curr_std,Estimate of current cigarette smoking prevalence (%) (age-standardized rate),EN,M
PRISON_F1_BMI30_TOT,In-prison people who have BMI >= 30 (number of prisoners who are obese),EN,PRISON
PRISON_D4_CANCER_DIAG_TOT,In-prison cancer diagnosis (number of diagnoses),EN,PRISON
TB_ps_prev_bc_100k_bysex_sp,"Prevalence of bacteriologically-confirmed pulmonary TB who are smear positive among those aged ≥15 years, per 100,000 population by sex.",EN,TB
TAXBEV_EXCISE_UNIFORMTIERED_NONALCOHOLIC,Uniform or tiered excise tax system applied on non-alcoholic beverage,EN,TAXBEV
PRISON_D4_COVID_TOT,In-prison COVID-19 diagnosis (number of diagnoses),EN,PRISON
TB_cc_prct,Percentage of TB-affected households facing costs >20% of household income or expenditure due to TB.,EN,TB
Rev_other,Tobacco tax revenues - other,EN,Rev
NCD_CCS_cancer_surgery,General availability of cancer surgery in the public sector,EN,NCD
STI_SYPHILIS_INCIDENCE_PER1000,Incident rate of active syphilis (per 1000),EN,STI
SCSUD_PSYCH,"Substance use disorders service coverage, psychosocial treatment services",EN,SCSUD
STI_GONORRHEA_CASES_NUM,Reported cases of gonorrhea (number),EN,STI
LBW_PREVALENCE,Low birth weight prevalence (%),EN,LBW
ASSISTIVETECH_TOTALNEED,Prevalence of need of assistive products (%),EN,ASSISTIVETECH
HAZARD_YLL_GE5,"Years of life lost caused by hazards, aged 5 years and above",EN,HAZARD
NCD_CCS_PA_TARGET,Existence of a national target on physical inactivity,EN,NCD
FINPROTECTION_IMP_NP_215_LEVEL_SH,"Total population pushed below the $2.15 a day poverty line by household health expenditures (%, regional, global)",EN,FINPROTECTION
ASSISTIVETECH_TRAVELDISTANCEAT,Travel distance to obtain assistive products (%),EN,ASSISTIVETECH
FOODBORNE_YLD_CASE_TOTAL,"Foodborne years lived with disability per case, all ages",EN,FOODBORNE
WCO_SEAHPRTRAINING,"Sexual exploitation, abuse and harassment prevention and response training",EN,WCO
HEPATITIS_HBV_DIAGNOSED_NUM,Chronic hepatitis B (HBV) infected persons diagnosed (number),EN,HEPATITIS
Yth_curr_smokeless,Prevalence of current smokeless tobacco use among adolescents (%),EN,Yth
STI_SYPHILIS_CASES_NUM,Reported cases of syphilis (number),EN,STI
GASPRSESC,Proportion of isolates with decreased susceptibility or resistance (DS/R) to extended-spectrum cephalosporins reported to WHO-GASP,EN,GASPRSESC
NLIS_NU_CA_041,NLIS: Children with diarrhoea <5 y receiving oral rehydration therapy (ORT) and continued feeding (%),EN,NLIS
NCD_CCS_CANCER_DEPT,General availability of cancer centres or cancer departments at tertiary level in the public sector,EN,NCD
ORALHEALTH_UHC_REHABILITATION,Oral health interventions as part of health benefit packages: Rehabilitatative oral health care,EN,ORALHEALTH
P_compl_p2,Compliance with smoke-free education facilities except universities law (score),EN,P
TB_cc_prct_DSTB,Percentage of TB-affected households facing costs >20% of household income or expenditure due to DS-TB.,EN,TB
Adult_curr_cig_smoking,Prevalence of current cigarette smoking among adults (%),EN,Adult
TB_notif_num_agesex,Number of people diagnosed with new episode TB who by age group and sex.,EN,TB
FOODBORNE_DALY_CASE,Foodborne disability-adjusted life years per case,EN,FOODBORNE
HEPATITIS_HBV_DEATHS_NUM,Deaths caused by chronic hepatitis B (HBV) infection (number),EN,HEPATITIS
WCO_HEADSWHO_WRS_OUTSIDEREGIONS_PER100,Percentage of Heads of WHO Country Offices/WRs from outside the region,EN,WCO
Youth_svy_yr,Year of most recent adolescent survey,EN,Youth
M_Est_smk_daily,Estimate of daily tobacco smoking prevalence (%),EN,M
IHRSPAR_CAPACITY09,Health Service Provision,EN,IHRSPAR
PRISON_A2_PRISIONERS_PER100KPOP,Number of prisoners (per 100 000 inhabitants),EN,PRISON
ORALHEALTH_PRODLOSS_ORALDISEASES,Total productivity losses due to 5 oral diseases in million (US$),EN,ORALHEALTH
FINPROTECTION_IMP_P190_LEVEL_SH,"Total population pushed further below the $1.90 a day poverty line by household health expenditures (%, regional, global)",EN,FINPROTECTION
HEPATITIS_HBV_DIAGNOSIS_PERINFECTED_PER100,Chronic hepatitis B (HBV) diagnosis coverage as a percentage of infected (%),EN,HEPATITIS
Adult_survey_title,Title of most recent survey of adults,EN,Adult
RADON_Q305,Existence of national radon map,EN,RADON
SCSUD_HWFDEV,"Substance use disorders service coverage, health workforce access to professional development and education",EN,SCSUD
Camp_media_monitor,Process evaluation was employed to assess implementation of the campaign,EN,Camp
NCD_CCS_HearingPlan,Existence of operational policy/strategy/action plan for hearing health,EN,NCD
PRISON_B14_ERRORS,In-prison standardized process for medication errors,EN,PRISON
FINPROTECTION_IMP_PG_215_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $2.15 a-day poverty line (%, national, rural, urban)",EN,FINPROTECTION
TAXBEV_ALCOHOLSALESTATUS,Status of alcohol sale,EN,TAXBEV
ORALHEALTH_UHC_GOVSCHEME,Oral health interventions as part of health benefit packages: Coverage of the largest government health financing scheme (%),EN,ORALHEALTH
NCD_CCS_PA_GUIDELINES_UNDER5,Existence of national guidelines for physical activity for children under 5,EN,NCD
HAZARD_ILL_GE5,"Illnesses caused by hazards, aged 5 years and above",EN,HAZARD
NUTRITION_ANAEMIA_CHILDREN_NUM,Number of children aged 6-59 months with anaemia (thousands),EN,NUTRITION
POP_TOTAL_BIRTHS_NUM,Total number of live births,EN,POP
NCD_CCS_PA_POL_COMM_BASED,Existence of policy promoting physical activity: community-based and sports initiatives,EN,NCD
ORALHEALTH_AFFORDABILITY_FLUORIDETOOTHPASTE,Affordability of fluoride toothpaste,EN,ORALHEALTH
AIR_73,Ambient air pollution attributable YLL in children under 15 years,EN,AIR
FINPROTECTION_IMP_NPRELPL_POP,"Population pushed below a relative poverty line by household health expenditures - 60% of median daily per capita consumption or income (%, national, rural, urban)",EN,FINPROTECTION
PRISON_B11_VACPREV_MMR,In-prison vaccination for MMR,EN,PRISON
HAZARD_ILL_TOTAL,"Illnesses caused by hazards, all ages",EN,HAZARD
FOODBORNE_ILL_100K_LT5,"Foodborne illnesses per 100 000, aged less than 5 years",EN,FOODBORNE
TOBACCO_MPOWER_M3_TOBACCOUSESMOKINGSCHOOL,"Tobacco Monitor: M3 school-based national surveys, tobacco use and smoking",EN,TOBACCO
TB_ps_prev_bc_100k,"Prevalence of bacteriologically-confirmed pulmonary TB among those aged ≥15 years, per 100,000 population",EN,TB
SA_0000001459_AA,"Road traffic crash deaths, alcohol-attributable, age-standardized death rates, per 100,000 population",EN,SA
MALARIA_ACT_TREATED,Number of malaria cases treated with artemisinin-based combination therapies (ACTs),EN,MALARIA
NUT_BF_EBF2D,Exclusively breastfed for the first two days after birth,EN,NUT
Adult_curr_tob_use,Prevalence of current tobacco use among adults (%),EN,Adult
FOODBORNE_ILL_LT5,"Foodborne illnesses, aged less than 5 years",EN,FOODBORNE
FINPROTECTION_IMP_P310_LEVEL_SH,"Total population pushed further below the $3.20 a day poverty line by household health expenditures (%, regional, global)",EN,FINPROTECTION
NUTRITION_ANE_IFA_W_90P,Percentage of women consuming at least 90 iron-containing supplements during pregnancy,EN,NUTRITION
CHILDVIOL,Indicator 16.2.1: Proportion of children aged 1-17 years who experienced any physical punishment and/or psychological aggression by caregivers in the past month,EN,CHILDVIOL
SCSUD_HEALTHINFOPROGRESS,"Substance use disorders service coverage, health information system progress",EN,SCSUD
SCSUD_HWFPROGRESS,"Substance use disorders service coverage, health workforce progress",EN,SCSUD
SCSUD_NSS,"Substance use disorders service coverage, non-structured services",EN,SCSUD
R_type_variant,Most sold brand of other tobacco type,EN,R
ORALHEALTH_UHC_ESSENTIAL_CURATIVE,Oral health interventions as part of health benefit packages: Essential curative oral health care,EN,ORALHEALTH
TOBACCO_MPOWER_E1_DIRECTADBANS,Tobacco Enforce bans: E1 direct advertising,EN,TOBACCO
TOBACCO_MPOWER_W2C_TOBACCOSMOKELESS,"Tobacco Warning: W2c smokeless tobacco packaging health warnings, other characteristics",EN,TOBACCO
HEPATITIS_HCV_TESTING_HIV_PERCENT,People living with HIV diagnosed with chronic hepatitis C infection (percent),EN,HEPATITIS
IHRSPAR2_C10,Risk communication and community engagement (RCCE),EN,IHRSPAR2
NUT_CF_MAD,Minimum Acceptable Diet 6-23 months,EN,NUT
FOODBORNE_YLL_TOTAL,"Foodborne years of life lost, all ages",EN,FOODBORNE
NCD_CCS_path_lab,General availability of pathology services (laboratories) in the public sector,EN,NCD
PRISON_B11_VACPREV_HEPA,In-prison vaccination for Hepatitis A,EN,PRISON
FINPROTECTION_IMP_PG_365_STD,"Increase in poverty gap due to household health expenditures, expressed as a proportion of the $3.65 a-day poverty line (%, national, rural, urban)",EN,FINPROTECTION
PRISON_B11_VACPREV_HPV,In-prison vaccination for HPV,EN,PRISON
P_comprehensive_subnat,Subnational smoking bans - at least one jurisdiction has a comprehensive ban in place,EN,P
HEPATITIS_HCV_TREATMENT_PWID_PERCENT,"People living with HIV who inject drugs, treated for chronic hepatitis C infection (percent)",EN,HEPATITIS
FOODBORNE_DALY_CASE_TOTAL,"Foodborne disability-adjusted life years per case, all ages",EN,FOODBORNE
FOODBORNE_DTH_100K_GE5,"Foodborne deaths per 100 000, aged 5 years and above",EN,FOODBORNE
R_Price_lowest_cost_usd,Cheapest brand of cigarettes - price in US$ at official exchange rates,EN,R
FOODBORNE_DTH,Foodborne deaths,EN,FOODBORNE
SCSUD_DATASERVPROV,"Substance use disorders service coverage, data on service provision",EN,SCSUD
E17b_csr_promo_self,Ban on tobacco companies/the tobacco industry publicizing their CSR activities,EN,E17b
VACCINEPREVENTABLE_WILDPOLIO,Number of reported cases of poliomyelitis by wild poliovirus (WPV),EN,VACCINEPREVENTABLE
NUTRITION_ANAEMIA_CHILDREN_PREV,Prevalence of anaemia in children aged 6-59 months (%),EN,NUTRITION
CCH_SURVEY_SURVEILLANCE_WHICH_METEOROLOGICAL,Existence of a health surveillance system which includes meteorological information,EN,CCH
TOBACCO_MPOWER_M1_TOBACCOUSESMOKING,"Tobacco Monitor: M1 population-based national surveys, tobacco use and smoking",EN,TOBACCO
SCSUD_HWFAVAILABILITY,"Substance use disorders service coverage, availability and quantity of specialized human workforce",EN,SCSUD
PRISON_B9_1_PHYCHIATRISTS_RATIO,Psychiatrists in prisons (FTEs per 1000 prisoners),EN,PRISON
NCD_CHOL_MEANNONHDL_C,"Mean Non-HDL cholesterol, crude",EN,NCD
WCO_GOVERNMENTCOLLABORATION,Collaboration with government sectors,EN,WCO
PRISON_A2_PRISIONERS_N,Number of prisoners,EN,PRISON
PRISON_B11_VACPREV_DTP,In-prison vaccination for DTP,EN,PRISON
AMRGLASS_SURVL05,Total number of surveillance sites reporting to GLASS,EN,AMRGLASS
STI_CHLAMYDIA_PREVALENCE_PER100,Prevalence of chlamydia in individuals (%),EN,STI
SA_0000001457_AA,"Liver cirrhosis, alcohol-attributable, age-standardized death rates, per 100,000 population",EN,SA
